name,MET2013,INCTOT,SEX,RACWHT,EDUC,VALUEH,employment,year,25-35 percentage,children percentage,23-27 vs 13-17 ratio
"Oshkosh-Neenah, WI ",36780,51743.01961,0.539215686,0.950980392,8.254901961,175686.2745,0.969387755,2016,0.252311757,0.089005236,0.915492958
"Owensboro, KY ",36980,44136.23377,0.545454545,0.987012987,8.480519481,156961.039,0.959459459,2016,0.229166667,0.121212121,0.611111111
"Oxnard-Thousand Oaks-Ventura, CA",37100,43689.94433,0.492505353,0.811563169,7.850107066,512548.8223,0.956621005,2016,0.239389176,0.039399625,0.899653979
"Palm Bay-Melbourne-Titusville, FL",37340,39058.62182,0.476363636,0.887272727,8.207272727,196405.4545,0.956692913,2016,0.191893831,0.071028037,0.726351351
"Parkersburg-Vienna, WV ",37620,41204.98361,0.491803279,1,8.196721311,122193.4426,0.931034483,2016,0.204081633,0.072727273,0.434782609
"Pensacola-Ferry Pass-Brent, FL",37860,37267.22269,0.525210084,0.87394958,8.210084034,163521.0084,0.958333333,2016,0.247977346,0.052202284,1.376681614
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",37980,48744.03417,0.498086386,0.819846911,8.439037726,263954.538,0.967359908,2016,0.247078524,0.074116799,0.989038522
"Phoenix-Mesa-Scottsdale, AZ ",38060,46106.88333,0.523703704,0.846666667,8.051481481,251703.8519,0.969805324,2016,0.273737153,0.04617351,0.91774744
"Pittsburgh, PA ",38300,45036.47004,0.517603459,0.954292773,8.639283508,170590.7968,0.9659463,2016,0.234435798,0.067427386,1.075630252
"Pittsfield, MA ",38340,43633.21429,0.508928571,0.919642857,8.348214286,239298.2143,0.963302752,2016,0.193216855,0.111702128,0.961538462
"Portland-South Portland, ME",38860,47989.81604,0.481132075,0.971698113,8.466981132,258733.4906,0.989949749,2016,0.217010309,0.111638955,0.914572864
"Portland-Vancouver-Hillsboro, OR-WA ",38900,48151.73467,0.526908636,0.879849812,8.434292866,357331.602,0.972489684,2016,0.269019668,0.054122981,1.007122507
"Port St. Lucie,FL",38940,36332.22143,0.507142857,0.864285714,7.55,269348.5714,0.96,2016,0.18783225,0.066037736,0.842105263
"Prescott, AZ ",39140,31964.11765,0.431372549,0.823529412,7.352941176,192529.4118,0.955555556,2016,0.156930126,0.051094891,0.973684211
"Providence-Warwick, RI-MA ",39300,48818.53273,0.509029345,0.924379233,8.325056433,276840.5192,0.972488038,2016,0.230631062,0.085669782,0.902673797
"Provo-Orem, UT ",39340,40177.35583,0.564417178,0.963190184,8.18609407,279514.3149,0.98185941,2016,0.343201377,0.166499498,0.99009901
"Pueblo, CO ",39380,30185.32609,0.532608696,0.902173913,7.72826087,161070.6522,1,2016,0.232323232,0.057971014,0.806722689
"Punta Gorda, FL",39460,43097.82609,0.52173913,0.934782609,7.543478261,186826.087,0.952380952,2016,0.142857143,0.066666667,0.685714286
"Racine, WI ",39540,41027.375,0.541666667,0.958333333,7.888888889,180980.5556,0.941176471,2016,0.207920792,0.115646259,0.8375
"Raleigh, NC ",39580,53862.4124,0.504043127,0.836927224,9.041778976,264883.9623,0.984375,2016,0.258115598,0.07607362,0.893979058
"Reading, PA ",39740,42910.66176,0.485294118,0.922794118,7.911764706,178034.9265,0.976,2016,0.231764097,0.111607143,0.814049587
"Redding, CA ",39820,48357.4,0.48,0.94,8,297060,0.942528736,2016,0.205693297,0.040178571,0.634328358
"Reno, NV ",39900,43534.63878,0.513307985,0.844106464,7.707224335,284338.403,0.963855422,2016,0.248700173,0.048780488,0.992156863
"Richmond, VA ",40060,46745.24226,0.512786003,0.745625841,8.413189771,242124.8991,0.961538462,2016,0.258519742,0.06097561,1.082993197
"Riverside-San Bernardino-Ontario, CA",40140,40146.65144,0.537660256,0.652644231,7.465544872,349551.2821,0.954585538,2016,0.264254648,0.023874118,0.906776746
"Roanoke, VA ",40220,38277.74194,0.483870968,0.924731183,8.306451613,191946.2366,0.976470588,2016,0.22685469,0.048648649,0.994152047
"Rochester, NY ",40380,42997.32082,0.503631961,0.909200969,8.197336562,147911.5012,0.973992198,2016,0.235051231,0.098243331,0.886559803
"Rockford, IL ",40420,36195.69591,0.526315789,0.894736842,8.093567251,146597.6608,0.955696203,2016,0.213426219,0.115727003,0.831775701
"Rocky Mount, NC",40580,30335.57143,0.46031746,0.555555556,7.26984127,115246.0317,0.912280702,2016,0.199175824,0.110344828,0.631578947
"Sacramento--Roseville--Arden-Arcade, CA ",40900,47667.49451,0.523547881,0.711930926,8.198587127,360344.427,0.956632653,2016,0.25623946,0.044422507,0.90819209
"Saginaw, MI ",40980,37585.39823,0.566371681,0.920353982,7.663716814,105230.0885,0.962264151,2016,0.213562753,0.08056872,1.091836735
"St. George, UT",41100,43962.34043,0.531914894,0.936170213,8.319148936,245617.0213,1,2016,0.263038549,0.146551724,0.808823529
"St. Joseph, MO-KS",41140,37334.44444,0.511111111,0.955555556,7.677777778,131565.5556,0.975308642,2016,0.231175694,0.074285714,0.917647059
"St. Louis, MO-IL",41180,43446.43401,0.507042254,0.889932186,8.368805425,186505.2165,0.960903084,2016,0.240347628,0.084469472,0.89129092
"Salinas, CA ",41500,43901.86512,0.520930233,0.762790698,7.320930233,465040,0.979591837,2016,0.282692308,0.024489796,1.053511706
"Salisbury, MD-DE ",41540,37631.9213,0.523148148,0.87037037,7.564814815,220412.037,0.975728155,2016,0.204796163,0.112412178,0.764227642
"Salt Lake City,UT",41620,41662.66774,0.532690247,0.891747053,7.887459807,275370.3108,0.982638889,2016,0.31329625,0.093928981,1.022251309
"San Angelo, TX",41660,38466.11111,0.583333333,0.958333333,7.722222222,148951.3889,1,2016,0.265886288,0.075471698,0.915662651
"San Antonio-New Braunfels,TX",41700,37963.03399,0.503059143,0.839564922,7.735554045,172755.3365,0.957746479,2016,0.265631813,0.051871307,0.897384306
"San Diego-Carlsbad, CA",41740,47613.38164,0.518032787,0.72,8.317377049,520782.2951,0.965248227,2016,0.282938868,0.027063297,1.167328417
"San Francisco-Oakland-Hayward, CA",41860,68202.6533,0.511948157,0.496152288,8.799108951,876309.3155,0.968965517,2016,0.281139201,0.032762166,1.195434521
"San Jose-Sunnyvale-Santa Clara,CA",41940,70332.22093,0.534883721,0.432021467,8.936493739,942582.0215,0.970588235,2016,0.260303885,0.040195736,1.034739454
"San Luis Obispo-PasoRobles-ArroyoGrande,CA",42020,43238.29825,0.5,0.824561404,8.026315789,592605.2632,0.981132075,2016,0.246973366,0.055555556,1.190909091
"Santa Cruz-Watsonville, CA",42100,54349.65812,0.487179487,0.837606838,8.333333333,783446.1538,0.963302752,2016,0.202833706,0.051470588,1.117117117
"Santa Fe, NM",42140,45422.68041,0.484536082,0.783505155,7.597938144,238654.6392,0.965517241,2016,0.218875502,0.055045872,0.957446809
"Santa Maria-Santa Barbara,CA",42200,48073.30256,0.543589744,0.851282051,7.78974359,601628.2051,0.942196532,2016,0.294320988,0.02852349,1.226890756
"Santa Rosa, CA",42220,49710.7821,0.525291829,0.817120623,7.945525292,666665.3696,0.97826087,2016,0.23589939,0.056542811,0.892193309
"Scranton--Wilkes-Barre--Hazleton, PA ",42540,39744.58716,0.525993884,0.987767584,8.097859327,158068.5015,0.941747573,2016,0.220662347,0.102773246,0.908163265
"Seattle-Tacoma-Bellevue, WA ",42660,57786.65032,0.526427061,0.767019027,8.463424947,429472.4736,0.977189781,2016,0.2722046,0.052075747,1.091341579
"Sebastian-Vero Beach, FL",42680,33181.35135,0.513513514,0.891891892,7.540540541,212378.3784,1,2016,0.150458716,0.06097561,0.906976744
"Sheboygan, WI ",43100,39162.87879,0.484848485,0.984848485,7.772727273,156712.1212,1,2016,0.193037975,0.155737705,0.651515152
"Shreveport-Bossier City, LA",43340,36563.93035,0.492537313,0.731343284,7.776119403,154955.2239,0.956284153,2016,0.254428341,0.052742616,1.07106599
"Spartanburg, SC ",43900,32668.71038,0.519125683,0.819672131,7.857923497,166494.5355,0.976608187,2016,0.231065469,0.075,0.895027624
"Spokane-Spokane Valley, WA",44060,37322.95044,0.513119534,0.950437318,7.871720117,204715.7434,0.970873786,2016,0.23805175,0.088235294,0.797777778
"Springfield, IL ",44100,41361.79085,0.477124183,0.967320261,8.215686275,153715.6863,0.966442953,2016,0.235344095,0.075812274,0.901515152
"Springfield, MA ",44140,42137.98928,0.501340483,0.922252011,8.08310992,243954.4236,0.985507246,2016,0.234555666,0.056338028,0.855932203
"Springfield, MO ",44180,39628.86381,0.509727626,0.984435798,8.124513619,149241.2451,0.974683544,2016,0.266594124,0.048979592,1.012552301
"Springfield, OH ",44220,36817.04878,0.475609756,0.951219512,7.792682927,127207.3171,0.959459459,2016,0.217772215,0.063218391,0.947368421
"State College, PA",44300,41147.97872,0.542553191,0.946808511,8.255319149,196854.2553,0.965909091,2016,0.26462766,0.110552764,1.141304348
"Stockton-Lodi, CA ",44700,41267.64368,0.545977011,0.658045977,7.413793103,305257.1839,0.946708464,2016,0.268195978,0.03062302,0.833969466
"Syracuse, NY ",45060,39669.89199,0.545623836,0.929236499,8.296089385,152779.8883,0.972495088,2016,0.232451093,0.089108911,1.058947368
"Tampa-St. Petersburg-Clearwater, FL",45300,44575.98081,0.523702032,0.843679458,8.158013544,233853.5553,0.95956548,2016,0.225170798,0.049398195,0.965768799
"Toledo, OH ",45780,44852.35714,0.520408163,0.915816327,8.183673469,147048.9796,0.974930362,2016,0.214224014,0.091397849,0.973958333
"Topeka, KS ",45820,36206.74419,0.449612403,0.945736434,8.124031008,139627.907,0.974789916,2016,0.234171726,0.111111111,0.96350365
"Trenton, NJ ",45940,48904.27632,0.552631579,0.789473684,8.578947368,292583.5526,0.972027972,2016,0.216470588,0.078804348,0.765258216
"Tucson, AZ ",46060,39474.02481,0.513358779,0.81870229,7.896946565,206257.6336,0.964803313,2016,0.251072961,0.054390054,0.963081862
"Tuscaloosa, AL ",46220,38336.78632,0.521367521,0.811965812,8.05982906,172068.3761,0.981308411,2016,0.246700508,0.074074074,1.25
"Tyler, TX ",46340,44853.81818,0.536363636,0.863636364,7.263636364,136427.2727,0.970873786,2016,0.246875,0.088607595,0.784615385
"Urban Honolulu, HI",46520,46746.6409,0.520128824,0.405797101,8.275362319,647942.351,0.976109215,2016,0.274022028,0.03950104,1.235494881
"Utica-Rome, NY ",46540,37935.93301,0.488038278,0.956937799,8.124401914,136320.5742,0.984848485,2016,0.220756881,0.077922078,1.011299435
"Vallejo-Fairfield, CA ",46700,45707.70115,0.53256705,0.578544061,7.636015326,372141.7625,0.955823293,2016,0.256938604,0.034369885,1.034090909
"Virginia Beach-Norfolk-Newport News,VA-NC",47260,40456.20193,0.509178744,0.773913043,8.152657005,232351.2077,0.962090164,2016,0.263268646,0.053285968,1.198682766
"Visalia-Porterville, CA ",47300,31364.07359,0.480519481,0.74025974,7.077922078,236700.4329,0.93,2016,0.284921369,0.034090909,0.758241758
"Waco, TX ",47380,41848.34395,0.541401274,0.898089172,7.573248408,155959.2357,0.979310345,2016,0.257619739,0.056338028,0.72173913
"Washington-Arlington-Alexandria, DC-VA-MD-WV ",47900,62398.21588,0.489311722,0.658444914,8.83908856,446186.8687,0.970953327,2016,0.262927489,0.065929154,0.981117434
"Wausau, WI ",48140,39018.45205,0.534246575,0.95890411,7.630136986,194445.2055,0.962962963,2016,0.231019523,0.131455399,0.891891892
"Wenatchee, WA ",48300,37950,0.529411765,0.808823529,7.573529412,260470.5882,0.96875,2016,0.245614035,0.1,0.955882353
"Wichita, KS ",48620,46153.33333,0.530183727,0.921259843,8.367454068,160520.9974,0.969101124,2016,0.285334347,0.057256991,0.993710692
"Wichita Falls, TX",48660,36372.30769,0.553846154,0.830769231,7.676923077,114892.3077,0.966101695,2016,0.250990753,0.068421053,0.965517241
"Wilmington, NC ",48900,44739.76423,0.463414634,0.902439024,8.195121951,238349.5935,0.909090909,2016,0.222826087,0.06271777,1.049586777
"Winston-Salem, NC ",49180,38125.1257,0.525139665,0.843575419,7.82122905,164525.1397,0.963076923,2016,0.214992504,0.066945607,0.762254902
"Worcester, MA-CT ",49340,48588.45899,0.530541012,0.909249564,8.446771379,268816.7539,0.964552239,2016,0.225969975,0.083692839,0.963979417
"Yakima, WA ",49420,37023.8239,0.528301887,0.779874214,7.012578616,173162.2642,0.958333333,2016,0.292792793,0.067692308,1.074829932
"York-Hanover, PA ",49620,39559.36877,0.53820598,0.970099668,7.956810631,175740.8638,0.978571429,2016,0.228695234,0.107368421,0.814814815
"Youngstown-Warren-Boardman, OH-PA ",49660,34250.14783,0.52173913,0.950724638,7.701449275,129948.4058,0.955835962,2016,0.207153966,0.096096096,0.907514451
"Yuba City, CA",49700,35692.82927,0.585365854,0.743902439,7.268292683,247243.9024,0.930555556,2016,0.255580357,0.056768559,0.901639344
"Yuma, AZ ",49740,30617.17172,0.545454545,0.686868687,7.252525253,149101.0101,0.97826087,2016,0.250542299,0.056277056,1.096
Not in identifiable area   ,0,38886.59042,0.522315852,0.912084862,7.59928621,163008.8411,0.968665586,2017,0.23133996,0.087941345,0.834449383
"Akron, OH ",10420,40244.32127,0.486425339,0.943438914,8.056561086,158285.2941,0.963855422,2017,0.241015402,0.075739645,1.025974026
"Albany-Schenectady-Troy, NY ",10580,50273.76181,0.49905482,0.943289225,8.582230624,227847.8261,0.95991984,2017,0.2256479,0.078217822,1.035874439
"Albuquerque, NM ",10740,39217.06383,0.495744681,0.791489362,7.942553191,245892.5532,0.978773585,2017,0.260517377,0.050150451,1.069047619
"Allentown-Bethlehem-Easton, PA-NJ ",10900,48361.70018,0.517367459,0.926873857,8.18464351,209595.6124,0.973782772,2017,0.226605969,0.091517857,0.780172414
"Amarillo, TX ",11100,43125.27363,0.547263682,0.930348259,7.815920398,158547.2637,0.97826087,2017,0.255844156,0.065989848,0.978378378
"Anchorage, AK ",11260,50331.69492,0.531073446,0.802259887,7.728813559,269064.9718,0.935483871,2017,0.258899676,0.1375,0.98989899
"Ann Arbor, MI",11460,56330.505,0.5,0.88,9.36,302682.5,0.989473684,2017,0.3,0.05952381,1.622641509
"Anniston-Oxford-Jacksonville, AL ",11500,29569.86301,0.452054795,0.876712329,7.232876712,113252.0548,0.897058824,2017,0.247035573,0.064,0.719512195
"Asheville, NC ",11700,37323.67041,0.471910112,0.940074906,8.198501873,189149.8127,0.975409836,2017,0.210695617,0.072519084,1.026086957
"Atlanta-Sandy Springs-Roswell, GA",12060,50163.79982,0.506643047,0.700324771,8.453498671,261372.5421,0.971419498,2017,0.257348765,0.053662574,0.914967967
"Atlantic City-Hammonton, NJ",12100,47291.80328,0.524590164,0.819672131,8.426229508,261418.0328,0.956896552,2017,0.190515127,0.098712446,0.695121951
"Auburn-Opelika, AL ",12220,37378.31169,0.493506494,0.818181818,8.298701299,167675.3247,0.972972973,2017,0.284132841,0.058441558,1.381818182
"Augusta-Richmond County, GA-SC",12260,38711.73145,0.51590106,0.713780919,7.809187279,153792.9329,0.968,2017,0.253640777,0.062200957,1.052447552
"Austin-Round Rock, TX",12420,59502.87764,0.484138973,0.833081571,8.626132931,312955.2115,0.977364592,2017,0.290692426,0.052484472,0.986561265
"Bakersfield, CA ",12540,40891.48241,0.522613065,0.753768844,7.095477387,213993.2161,0.941666667,2017,0.311822269,0.027141645,0.87585034
"Baltimore-Columbia-Towson, MD ",12580,53237.43202,0.503524673,0.758308157,8.634944612,298276.9889,0.974919957,2017,0.25751013,0.060499186,1.013046314
"Bangor, ME ",12620,32747.84314,0.519607843,0.960784314,7.931372549,156720.5882,0.979166667,2017,0.206896552,0.063218391,1.202531646
"Barnstable Town, MA",12700,43746.96296,0.437037037,0.948148148,8.422222222,457333.3333,0.967213115,2017,0.174491393,0.139013453,0.669354839
"Baton Rouge, LA",12940,48339.69849,0.515075377,0.783919598,7.992462312,207374.6231,0.959349593,2017,0.250075506,0.080917874,0.984732824
"Beaumont-Port Arthur, TX",13140,40416.24031,0.589147287,0.825581395,7.244186047,137136.0465,0.922413793,2017,0.241478637,0.049701789,0.926724138
"Bellingham, WA ",13380,43561.65138,0.449541284,0.825688073,7.908256881,307678.8991,0.95959596,2017,0.255489022,0.1328125,0.858208955
"Bend-Redmond, OR ",13460,39663.18182,0.484848485,0.954545455,7.924242424,377424.2424,1,2017,0.212427746,0.074829932,0.878787879
"Binghamton, NY ",13780,38049.05682,0.465909091,0.965909091,8.193181818,125189.7727,0.956521739,2017,0.229710145,0.082018927,1.094890511
"Birmingham-Hoover, AL ",13820,43513.54934,0.512518409,0.837997054,8.22533137,192565.6848,0.971153846,2017,0.241411328,0.053076923,0.93537415
"Bismarck, ND ",13900,55884.61538,0.490384615,0.980769231,8.423076923,271971.1538,0.99,2017,0.239694656,0.063694268,1.102941176
"Blacksburg-Christiansburg-Radford, VA ",13980,37759.58333,0.486111111,0.944444444,8.055555556,278027.7778,0.96969697,2017,0.231086657,0.06547619,1.701492537
"Bloomington, IL ",14010,45374.59459,0.5,0.959459459,8.662162162,170405.4054,1,2017,0.257225434,0.063670412,0.947826087
"Bloomington, IN ",14020,50856.62162,0.527027027,0.986486486,8.851351351,174986.4865,1,2017,0.32998325,0.025380711,2.630434783
"Boise City, ID",14260,43508.13918,0.533505155,0.945876289,7.914948454,218834.2784,0.980113636,2017,0.258111031,0.106145251,0.834733894
"Boston-Cambridge-Newton, MA-NH ",14460,62589.3991,0.5,0.838688946,8.967544987,477740.1992,0.972006745,2017,0.274636511,0.077871148,1.215235358
"Bremerton-Silverdale, WA ",14740,46650.33708,0.617977528,0.859550562,7.893258427,347516.8539,0.974842767,2017,0.235045317,0.046272494,1.358974359
"Bridgeport-Stamford-Norwalk, CT ",14860,74383.23077,0.501923077,0.788461538,8.896153846,506696.1538,0.971602434,2017,0.20696325,0.104672897,0.691964286
"Brownsville-Harlingen, TX ",15180,26441.80412,0.469072165,0.907216495,7.005154639,108515.4639,0.952941176,2017,0.236582694,0.034722222,0.528767123
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,42073.39066,0.491400491,0.912776413,8.578624079,165077.3956,0.984476067,2017,0.250380646,0.079054054,0.963609898
"Burlington, NC ",15500,33572.89063,0.53125,0.7734375,7.5546875,139234.375,0.974789916,2017,0.219111969,0.083700441,0.938053097
"Burlington-South Burlington, VT",15540,47860,0.490740741,0.953703704,8.712962963,278694.4444,0.980769231,2017,0.247924081,0.133971292,1.051948052
"Canton-Massillon, OH ",15940,38471.23552,0.544401544,0.972972973,7.915057915,156716.6023,0.953389831,2017,0.223455598,0.069114471,0.817813765
"Cape Coral-Fort Myers,FL",15980,40296.03077,0.52,0.870769231,7.636923077,232104,0.960264901,2017,0.208762129,0.049295775,0.906626506
"Champaign-Urbana, IL ",16580,50593.51563,0.4453125,0.9296875,8.3515625,157152.3438,0.991666667,2017,0.3004158,0.062283737,1.336633663
"Charleston, WV ",16620,43853.20755,0.556603774,0.924528302,7.952830189,138985.8491,0.948979592,2017,0.21835443,0.09178744,0.935185185
"Charleston-North Charleston, SC",16700,52052.63736,0.516483516,0.827838828,8.492673993,292417.9487,0.973025048,2017,0.279123711,0.042474608,1.397660819
"Charlotte-Concord-Gastonia, NC-SC ",16740,50637.64059,0.495721271,0.800122249,8.434596577,232736.5526,0.976098191,2017,0.244710346,0.072450805,0.805247813
"Chattanooga, TN-GA ",16860,41366.22343,0.501362398,0.904632153,8.084468665,194275.2044,0.961077844,2017,0.246126761,0.068669528,0.963636364
"Chicago-Naperville-Elgin, IL-IN-WI ",16980,54222.8566,0.523205284,0.779767078,8.516078568,284304.6237,0.974618356,2017,0.264244015,0.065764686,0.981099656
"Chico, CA ",17020,42310.92784,0.536082474,0.783505155,7.18556701,312752.5773,0.963855422,2017,0.266781411,0.038709677,1.203252033
"Cincinnati, OH-KY-IN ",17140,48231.98908,0.51331058,0.929692833,8.423890785,187766.0068,0.972303207,2017,0.264711484,0.080935252,0.982843137
"Clarksville, TN-KY ",17300,36431.85714,0.485714286,0.866666667,7.523809524,161711.4286,0.956756757,2017,0.318877551,0.046,1.16080402
"Cleveland-Elyria, OH ",17460,45782.68491,0.50147929,0.88683432,8.482248521,181027.3669,0.971698113,2017,0.234188335,0.088147037,0.960536701
"Coeur d'Alene, ID",17660,35677.25,0.5375,0.975,7.55,257293.75,0.96,2017,0.273026316,0.120481928,0.766233766
"College Station-Bryan, TX",17780,48997.95918,0.581632653,0.918367347,8.275510204,211346.9388,1,2017,0.349240781,0.040372671,1.345864662
"Colorado Springs, CO",17820,45664.09412,0.529411765,0.905882353,8.054117647,272582.8235,0.966580977,2017,0.270214643,0.067464635,0.915331808
"Columbia, MO ",17860,44740.43478,0.5,0.945652174,8.554347826,192880.4348,0.977011494,2017,0.275123558,0.065868263,1.23880597
"Columbia, SC ",17900,43554.17122,0.459016393,0.806921676,8.340619308,170977.5956,0.974903475,2017,0.252862818,0.058225508,0.967619048
"Columbus, OH ",18140,51336.44167,0.5075,0.865,8.6625,210270.8333,0.985074627,2017,0.282389202,0.065487392,1.081395349
"Corpus Christi, TX",18580,39857.1875,0.55078125,0.96484375,7.29296875,143747.2656,0.96969697,2017,0.245443971,0.048973144,0.772334294
"Dallas-Fort Worth-Arlington, TX",19100,53726.54649,0.522642748,0.786042441,8.166046817,248580.7701,0.973476035,2017,0.262095198,0.06471173,0.812764321
"Daphne-Fairhope-Foley, AL ",19300,46503.55556,0.511111111,0.933333333,8.344444444,185977.7778,0.977011494,2017,0.227951153,0.083333333,0.555555556
"Dayton, OH ",19380,39637.54673,0.521028037,0.920560748,8.112149533,141327.5701,0.967254408,2017,0.234315949,0.083870968,1.064073227
"Decatur, AL ",19460,31756.55914,0.612903226,0.838709677,6.924731183,112073.1183,0.976470588,2017,0.21418637,0.064935065,0.554216867
"Decatur, IL ",19500,34496.93182,0.590909091,0.931818182,7.727272727,101738.6364,0.950617284,2017,0.221350078,0.113475177,0.986111111
"Deltona-Daytona Beach-Ormond Beach,FL",19660,35463.41912,0.496323529,0.860294118,7.617647059,198222.4265,0.964426877,2017,0.187696171,0.056856187,0.784126984
"Denver-Aurora-Lakewood, CO ",19740,56161.71504,0.518469657,0.892260334,8.642919965,394440.1935,0.975462963,2017,0.277301068,0.072128228,0.95421436
"Des Moines-West DesMoines,IA",19780,49547.67494,0.48758465,0.936794582,8.313769752,184805.8691,0.983451537,2017,0.264288315,0.112947658,0.892638037
"Detroit-Warren-Dearborn, MI ",19820,46530.25466,0.53325223,0.845904298,8.302919708,200340.3082,0.966536289,2017,0.235444931,0.082803993,0.908362989
"Dover, DE ",20100,36547.20721,0.513513514,0.837837838,7.63963964,200873.8739,0.962264151,2017,0.259459459,0.057291667,1.072916667
"East Stroudsburg, PA",20700,30774.5283,0.509433962,0.811320755,7.377358491,165339.6226,0.978723404,2017,0.179487179,0.163265306,0.653333333
"Eau Claire, WI",20740,45780.5,0.52,0.99,8.11,170010,0.936842105,2017,0.235453315,0.114942529,0.833333333
"El Centro, CA",20940,38897.10145,0.47826087,0.666666667,7.985507246,203057.971,0.954545455,2017,0.296781883,0.008032129,0.973684211
"Elkhart-Goshen, IN ",21140,40995.83893,0.516778523,0.953020134,6.872483221,159765.1007,0.985507246,2017,0.268421053,0.117647059,0.893939394
"El Paso, TX",21340,33216.65909,0.529545455,0.790909091,7.977272727,134557.9545,0.956097561,2017,0.264410365,0.043,0.849498328
"Erie, PA ",21500,47589.4152,0.532163743,0.964912281,8.280701754,167777.7778,0.975,2017,0.233876683,0.063636364,1.03649635
"Eugene, OR ",21660,43245.36898,0.50802139,0.935828877,8.010695187,274417.6471,0.925465839,2017,0.250124564,0.067729084,0.989690722
"Fayetteville, NC ",22180,33662.95122,0.463414634,0.68902439,7.719512195,159670.7317,0.972789116,2017,0.328116568,0.011513158,1.313901345
"Fayetteville-Springdale-Rogers, AR-MO ",22220,46450.26403,0.534653465,0.881188119,8.415841584,198356.4356,0.979020979,2017,0.273473108,0.066666667,0.858858859
"Flagstaff, AZ ",22380,29565.10204,0.459183673,0.418367347,7.540816327,193071.4286,0.917647059,2017,0.240373396,0.067961165,0.942622951
"Florence, SC ",22500,33434.76636,0.542056075,0.728971963,7.785046729,122822.4299,0.946236559,2017,0.207739308,0.093137255,0.816
"Fort Collins, CO",22660,47467.6,0.495,0.975,8.69,330160.5,0.967567568,2017,0.279169212,0.067833698,1.324675325
"Fort Wayne, IN",23060,40951.15242,0.505576208,0.936802974,7.828996283,144998.8848,0.983739837,2017,0.264626946,0.087221095,0.888030888
"Fresno, CA ",23420,41920.82117,0.534671533,0.667883212,7.479927007,269631.5693,0.955911824,2017,0.302473189,0.017366136,0.977578475
"Gadsden, AL ",23460,31532.45614,0.596491228,0.824561404,7.052631579,110045.614,1,2017,0.203426124,0.105263158,0.620689655
"Gainesville, FL ",23540,41099.7551,0.489795918,0.795918367,8.56462585,184481.6327,0.985185185,2017,0.312946783,0.020304569,1.966386555
"Gainesville, GA ",23580,43028.91089,0.544554455,0.861386139,7.287128713,207822.7723,0.96875,2017,0.20756547,0.126168224,0.608187135
"Glens Falls, NY",24020,39771.32075,0.575471698,1,7.933962264,178235.8491,0.96875,2017,0.210582011,0.165829146,0.839622642
"Goldsboro, NC ",24140,44393.05085,0.525423729,0.847457627,7.779661017,142932.2034,0.98245614,2017,0.248188406,0.109489051,1.025316456
"Grand Junction, CO",24300,39053.27869,0.508196721,0.967213115,7.754098361,251311.4754,0.982758621,2017,0.236111111,0.075630252,1
"Grand Rapids-Wyoming, MI",24340,46696.86747,0.528614458,0.90813253,8.487951807,193885.5422,0.982286634,2017,0.294532131,0.096650718,0.921487603
"Greensboro-High Point, NC",24660,37299.89637,0.505181347,0.803108808,8.051813472,167104.9223,0.955431755,2017,0.217167823,0.079289941,0.759223301
"Greenville, NC ",24780,40821.37931,0.494252874,0.781609195,8.609195402,205333.3333,0.924050633,2017,0.284470247,0.040816327,1.108433735
"Greenville-Anderson-Mauldin, SC ",24860,41456.32777,0.505311077,0.884673748,8.08801214,176494.5372,0.977198697,2017,0.252019386,0.055288462,1.066914498
"Gulfport-Biloxi-Pascagoula, MS ",25060,35938.66667,0.48,0.806666667,7.633333333,170376.6667,0.971830986,2017,0.236842105,0.047222222,0.846994536
"Hanford-Corcoran, CA ",25260,36373.21429,0.55952381,0.845238095,7.214285714,312023.8095,0.986111111,2017,0.334816463,0.009966777,1.262626263
"Harrisburg-Carlisle, PA ",25420,47531.44279,0.519900498,0.917910448,7.823383085,202803.4826,0.976501305,2017,0.236680328,0.102453102,0.924198251
"Harrisonburg, VA ",25500,40282.35294,0.505882353,0.929411765,7.847058824,206141.1765,0.9875,2017,0.223328592,0.070063694,1.06097561
"Hartford-West Hartford-East Hartford,CT",25540,51581.40049,0.501228501,0.846437346,8.716216216,260893.1204,0.973007712,2017,0.237702414,0.081619537,0.997179126
"Hickory-Lenoir-Morganton, NC ",25860,36529.28755,0.497854077,0.9527897,7.463519313,140798.2833,0.952380952,2017,0.222275796,0.082429501,0.838582677
"Hilton Head Island-Bluffton-Beaufort,SC",25940,37230.66667,0.52,0.626666667,7.866666667,243820,0.97260274,2017,0.199040767,0.030120482,1.254545455
"Homosassa Springs, FL",26140,25803.0303,0.484848485,0.878787879,7.242424242,135924.2424,1,2017,0.14213198,0.107142857,0.64516129
"Houma-Thibodaux, LA ",26380,43963.86667,0.56,0.826666667,7.366666667,146402,0.970149254,2017,0.239693193,0.036,0.850393701
"Houston-The Woodlands-Sugar Land,TX",26420,52712.1796,0.524296675,0.739414606,8.13697073,234457.5448,0.957479351,2017,0.274244554,0.044586803,0.871382637
"Huntsville, AL ",26620,42615.98039,0.514705882,0.794117647,8.446078431,187417.1569,0.952879581,2017,0.230079156,0.080275229,0.982978723
"Indianapolis-Carmel-Anderson, IN ",26900,47958.97611,0.517064846,0.886518771,8.502559727,178239.7611,0.972948602,2017,0.265364355,0.076509512,0.968999114
